ID	ZT00	ZT03	ZT06	ZT09	ZT12	ZT15	ZT18	ZT21
FBgn0000116	449.934	365.741	389.22	413.639	424.554	456.776	373.879	339.757
FBgn0000116	684.677	550.381	593.147	625.309	641.637	697.505	562.017	507.028
FBgn0000116	494.441	400.479	425.689	452.961	462.775	501.35	410.029	372.055
FBgn0000120	0.151	0.036	0.162	0.115	0.043	0.097	0.275	0.06
FBgn0000121	0.108	0.102	0.154	0.164	0.183	0.139	0.131	0.086
FBgn0000139	42.897	43.09	31.301	26.153	28.068	26.243	32.998	40.08
FBgn0000150	689.926	739.809	802.208	963.256	971.448	1046.205	865.79	617.103
FBgn0000157	1.389	1.713	1.657	1.688	1.75	1.744	1.593	1.722
FBgn0000157	1.259	1.556	1.572	1.577	1.574	1.584	1.372	1.467
FBgn0000158	0.958	1.417	0.775	0.636	1.039	0.807	1.012	0.764
FBgn0000163	11.285	12.298	8.844	11.364	11.878	9.944	8.369	11.572
FBgn0000166	0.198	0.062	0.236	0.101	0.037	0.17	0.16	0.105
FBgn0000166	0.199	0.063	0.238	0.101	0.038	0.171	0.161	0.106
FBgn0000166	0.196	0.062	0.234	0.133	0.037	0.169	0.159	0.104
FBgn0000166	0.197	0.062	0.235	0.134	0.037	0.17	0.16	0.105
FBgn0000173	39.586	32.706	38.453	38.035	38.482	40.921	37.706	33.549
FBgn0000173	74.758	59.77	67.056	72.844	71.059	76.194	70.566	61.405
FBgn0000179	0.38	0.394	0.353	0.386	0.387	0.343	0.207	0.454
FBgn0000180	1.393	1.388	0.725	1.16	0.948	1.112	0.984	0.969
FBgn0000181	329.949	371.26	375.45	353.64	346.678	310.054	390.235	352.099
FBgn0000182	29.375	31.412	29.437	29.729	27.731	29.98	27.37	32.059
FBgn0000182	26.901	28.766	26.957	27.225	25.395	27.455	25.064	29.358
FBgn0000183	11.225	9.46	9.536	10	11.582	10.383	8.482	10.346
FBgn0000183	14.974	11.766	11.814	13.2	14.784	13.295	10.345	13.423
FBgn0000183	14.291	11.793	11.897	12.683	14.654	12.957	10.649	13.183
FBgn0000227	0	0.058	0	0	0.07	0.08	0	0
FBgn0000228	10.638	9.314	7.748	9.844	10.062	8.627	8.262	9.591
FBgn0000229	24.879	25.148	26.033	26.534	26.046	24.46	26.239	22.739
FBgn0000244	56.088	59.39	41.346	42.195	43.831	42.703	45.351	53.724
FBgn0000244	35.557	37.964	26.526	26.842	28.092	26.888	28.793	34.199
FBgn0000244	38.499	40.836	28.526	29.027	30.211	29.083	31.106	36.774
FBgn0000246	1.415	1.793	2.118	1.374	1.422	1.246	1.289	1.359
FBgn0000250	78.799	98.43	67.932	66.853	69.939	64.561	76.769	96.904
FBgn0000250	74.601	93.187	64.313	63.335	66.261	61.122	72.68	91.742
FBgn0000250	76.999	97.036	67.099	65.516	68.94	63.249	75.442	95.381
FBgn0000251	26.854	29.492	28.694	25.373	29.695	28.267	26.941	23.462
FBgn0000251	26.299	28.882	28.101	24.849	29.118	27.683	26.385	22.977
FBgn0000251	28.222	30.77	29.571	26.666	31.034	29.817	28.296	24.582
FBgn0000253	151.815	176.505	165.41	182.327	187.367	187.641	175.968	193.551
FBgn0000256	70.047	73.783	68.078	70.363	62.536	70.668	64.196	67.718
FBgn0000256	63.136	65.78	60.291	62.762	55.965	63.083	57.388	60.406
FBgn0000256	70.382	74.531	68.855	71.218	63.449	70.42	64.573	68.031
FBgn0000256	75.043	79.147	73.916	74.751	67.173	75.022	68.264	68.911
FBgn0000256	66.767	69.817	64.151	66.334	59.382	66.734	61.286	63.589
FBgn0000257	8.654	8.81	7.965	7.767	7.313	7.773	7.929	7.991
FBgn0000257	8.418	8.596	7.772	7.551	7.105	7.516	7.736	7.734
FBgn0000259	38.529	37.5	34.847	35.549	33.906	34.787	32.275	41.307
FBgn0000259	34.391	34.235	31.421	32.255	31.744	32.352	30.727	39.276
FBgn0000259	20.181	21.352	19.698	18.928	18.662	18.941	18.237	22.605
FBgn0000259	16.658	17.451	16.167	15.7	15.314	15.406	14.876	18.044
FBgn0000274	36.357	38.682	43.704	34.785	34.818	35.406	32.164	36.794
FBgn0000274	36.338	38.654	43.607	34.707	34.74	35.327	32.092	36.712
FBgn0000278	0.414	0.196	1.483	5.692	2.349	0	1.258	1.982
FBgn0000279	1.744	1.854	10.614	46.592	27.934	15.484	11.383	29.025
FBgn0000286	24.631	20.234	19.495	20.92	23.283	20.734	19.139	20.589
FBgn0000286	24.722	20.324	19.312	20.947	23.339	20.755	19.141	20.552
FBgn0000286	24.155	19.85	19.591	20.245	22.9	19.89	18.703	20.367
FBgn0000289	21.806	16.604	14.532	18.746	16.542	16.483	16.27	17.74
FBgn0000289	21.138	16.352	14.29	18.378	16.165	16.052	15.944	17.587
FBgn0000289	20.775	15.661	13.657	17.639	15.754	15.424	15.45	17.035
FBgn0000303	1.336	1.025	1.285	1.316	1.349	1.239	1.064	1.48
FBgn0000307	6.995	6.846	5.215	6.092	5.973	5.452	5.907	6.752
FBgn0000307	6.095	5.553	4.545	5.297	5.24	4.541	4.794	5.728
FBgn0000308	285.038	294.987	310.996	328.267	336.141	304.958	312.831	327.654
FBgn0000308	341.534	350.833	369.927	389.149	396.914	363.329	374.058	390.158
FBgn0000308	227.894	234.808	245.622	258.474	265.18	245.266	251.044	261.583
FBgn0000316	14.191	14.573	17.258	19.162	16.467	15.865	16.783	14
FBgn0000316	11.185	11.947	14.033	15.161	12.636	12.145	12.475	10.396
FBgn0000317	5.482	5.397	4.485	5.684	6.059	5.219	4.894	5.444
FBgn0000318	149.611	170.701	223.286	209.81	203.315	202.958	189.489	173.083
FBgn0000318	147.785	169.02	219.775	206.192	200.504	198.815	186.804	171.124
FBgn0000319	63.606	50.335	44.693	54.427	55.549	53.933	43.335	54.574
FBgn0000319	63.876	50.641	45.1	54.502	55.68	54.406	43.666	54.818
FBgn0000320	4.092	3.984	4.206	3.755	4.099	4.635	3.932	3.822
FBgn0000320	4.333	4.221	4.575	3.995	4.421	4.894	4.208	4.079
FBgn0000330	11.713	10.043	11.315	10.961	11.626	11.965	12.165	10.949
FBgn0000339	33.083	36.902	44.088	34.639	34.66	38.995	35.951	34.375
FBgn0000351	1.368	1.491	2.109	1.874	1.611	1.494	1.916	1.258
FBgn0000351	1.311	1.429	2.022	1.796	1.544	1.498	1.837	1.206
FBgn0000352	2.864	2.739	1.6	1.884	2.079	2.097	1.866	2.269
FBgn0000355	6.178	5.068	5.354	6.121	5.345	5.038	5.132	5.054
FBgn0000357	2.447	2.068	2.582	2.49	1.898	3.326	2.346	1.54
FBgn0000360	0	0	0	0	0	0.097	0.182	0
FBgn0000370	251.412	247.502	264.471	259.858	256.85	267.807	279.795	240.343
FBgn0000370	412.71	415.585	439.427	429.071	426.61	442.77	457.906	406.877
FBgn0000376	4.752	5.591	4.158	4.903	4.54	4.346	5.369	6.208
FBgn0000377	12.46	11.635	11.91	13.804	12.223	12.722	13.523	11.383
FBgn0000382	16.683	17.262	11.834	12.657	14.54	13.087	12.05	16.662
FBgn0000382	27.138	28.031	18.614	19.853	23.293	20.818	19.453	27.063
FBgn0000382	16.129	16.897	11.251	12.104	13.942	12.486	11.701	16.542
FBgn0000392	61.361	62.012	55.69	53.991	53.648	52.153	47.273	59.621
FBgn0000404	10.088	10.987	10.761	9.102	9.979	10.184	9.368	11.64
FBgn0000405	19.685	21.424	18.938	17.014	18.356	16.635	17.119	19.943
FBgn0000406	790.872	738.605	901.771	743.935	673.162	716.434	829.604	686.869
FBgn0000411	2.948	2.356	2.962	3.201	2.346	2.964	2.546	2.463
FBgn0000412	70.343	63.908	60.469	68.202	69.236	65.944	65.801	55.649
FBgn0000414	8.724	10.54	4.208	6.453	6.255	5.672	6.11	9.231
FBgn0000414	8.631	10.357	4.189	6.229	6.174	5.579	6.143	9.096
FBgn0000414	8.417	10.124	4.054	6.203	6.042	5.459	5.897	8.856
FBgn0000414	8.975	10.803	4.329	6.606	6.386	5.835	6.285	9.445
FBgn0000416	504.025	451.676	371.287	375.846	368.805	365.67	406.583	476.603
FBgn0000416	502.932	451.488	371.356	374.332	366.759	364.669	409.053	478.442
FBgn0000422	15.015	11.976	13.43	13.296	29.322	14.858	12.371	10.009
FBgn0000422	19.218	15.393	17.025	17.314	38.219	19.436	15.943	12.893
FBgn0000427	0.19	0.193	0.084	0.163	0.248	0.151	0.23	0.198
FBgn0000427	0.226	0.213	0.129	0.23	0.384	0.204	0.329	0.234
FBgn0000427	0.192	0.181	0.084	0.165	0.251	0.133	0.215	0.176
FBgn0000442	13.706	11.089	14.499	14.668	12.577	14.615	11.394	8.972
FBgn0000448	0.659	0.622	0.373	0.475	0.84	0.514	0.55	0.591
FBgn0000451	9.526	9.261	7.445	7.391	8.235	9.583	7.999	8.131
FBgn0000451	3.125	4.801	3.098	3.11	3.387	4.567	3.961	4.38
FBgn0000454	125.473	115.728	155.721	152.279	148.095	151.683	138.147	130.008
FBgn0000455	47.854	39.341	40.491	47.683	42.816	50.151	44.856	36.907
FBgn0000459	2.668	2.133	2.241	1.854	2.414	1.988	2.118	1.841
FBgn0000463	1.608	1.072	1.264	1.219	1.233	0.997	0.995	1.005
FBgn0000464	3.599	3.213	2.18	3.139	3.083	2.745	2.341	3.618
FBgn0000464	3.667	3.316	2.4	3.302	3.301	2.861	2.559	3.681
FBgn0000477	81.786	56.999	63.359	74.172	70.023	80.182	87.346	66.274
FBgn0000479	6.316	6.089	5.637	5.501	6.288	5.393	5.678	6.723
FBgn0000479	11.829	10.559	7.265	9.629	10.923	9.296	9.116	12.216
FBgn0000479	9.788	8.789	6.109	8.415	8.728	7.809	7.557	9.958
FBgn0000479	12.44	11.315	7.83	9.993	11.309	9.746	9.679	12.74
FBgn0000479	6.379	6.207	5.636	5.389	6.374	5.552	5.558	6.726
FBgn0000479	5.806	5.641	5.127	4.935	5.804	5.061	5.065	6.111
FBgn0000479	9.698	8.688	6.053	8.427	8.672	7.794	7.541	9.884
FBgn0000479	11.671	10.207	6.978	9.363	10.287	9.107	8.642	11.756
FBgn0000489	62.349	61.104	58.934	55.675	52.766	51.907	58.936	64.491
FBgn0000490	5.744	7.112	5.519	5.133	6.101	4.743	5.403	5.836
FBgn0000490	5.117	6.374	4.927	4.706	5.446	4.356	4.747	5.183
FBgn0000499	25.557	25.469	23.404	25.142	23.969	24.691	26.165	23.961
FBgn0000500	0.294	0.416	0.42	0.149	0.499	0.569	0.356	0.702
FBgn0000504	7.425	9.989	11.552	12.28	13.552	10.031	13.145	12.24
FBgn0000524	4.548	3.926	4.112	4.362	4.465	4.495	4.015	4.163
FBgn0000535	0.045	0.021	0	0.069	0.052	0.029	0.028	0.054
FBgn0000536	28.285	37.184	47.706	44.041	43.341	32.062	44.099	42.713
FBgn0000536	50.609	67.891	87.102	79.863	77.865	57.79	81.087	78.056
FBgn0000536	47.004	63.05	81.357	74.471	73.106	53.717	76.116	72.675
FBgn0000536	51.895	70.067	89.858	82.35	80.341	59.776	83.785	80.472
FBgn0000541	7.958	7.805	6.434	6.941	7.429	6.577	5.456	7.699
FBgn0000541	8.308	8.168	6.73	7.371	7.818	6.868	5.789	8.164
FBgn0000542	1.554	0.815	1.342	1.355	1.384	1.178	1.183	1.258
FBgn0000547	7.255	5.756	4.577	5.125	5.577	4.767	3.992	5.346
FBgn0000547	8.071	6.056	4.401	5.854	5.814	5.327	4.171	5.87
FBgn0000557	116.184	113.91	125.334	131.453	122.473	106.638	99.69	109.786
FBgn0000560	3.094	3.734	2.789	2.74	2.338	2.885	2.921	3.471
FBgn0000560	2.939	3.458	2.62	2.539	2.201	2.649	2.693	3.094
FBgn0000565	46.247	34.646	138.786	31.242	38.368	89.861	41.087	24.901
FBgn0000565	50.75	37.789	151.549	34.542	42.547	98.89	44.734	27.195
FBgn0000565	44.228	32.587	128.799	29.948	36.239	85.399	38.999	23.65
FBgn0000565	50.061	36.696	144.505	33.411	40.481	96.95	44.003	26.817
FBgn0000567	3.447	3.465	2.874	2.859	3.75	2.967	2.79	3.354
FBgn0000567	3.518	3.417	2.707	2.727	3.486	3.163	2.894	3.145
FBgn0000568	21.08	28.633	17.981	26.258	25.785	25.698	25.861	32.367
FBgn0000568	16.714	22.791	14.211	20.405	20.364	20.917	20.715	26.397
FBgn0000577	2.564	2.231	2.85	2.953	2.716	2.962	2.704	1.937
FBgn0000577	2.294	2.082	2.559	2.819	2.398	2.615	2.531	1.828
FBgn0000578	5.91	5.561	4.973	5.945	7.058	5.766	4.245	6.041
FBgn0000578	5.282	4.97	4.445	5.292	6.285	5.179	3.794	5.383
FBgn0000579	386.667	362.197	413.634	414.996	432.681	469.588	362.44	352.308
FBgn0000579	332.011	307.466	351.202	357.002	372.613	404.247	309.994	299.995
FBgn0000579	400.306	374.833	428.568	429.53	447.388	486.042	374.992	364.466
FBgn0000579	330.428	310.87	355.533	355.744	370.183	402.041	310.661	301.899
FBgn0000581	9.397	7.975	5.724	7.8	8.317	6.568	6.923	8.373
FBgn0000581	8.184	6.944	4.954	6.814	7.268	5.691	6.025	7.266
FBgn0000581	9.33	7.917	5.676	7.752	8.295	6.527	6.891	8.328
FBgn0000581	8.389	7.141	5.085	6.977	7.438	5.802	6.173	7.387
FBgn0000592	560.763	512.495	553.421	566.43	593.286	653.039	588.563	474.664
FBgn0000594	1.101	1.673	1.028	1.656	0.868	1.359	2.15	1.297
FBgn0000606	0.178	0.224	0.594	0.603	0.605	0.459	0.647	0.236
FBgn0000611	27.587	25.961	26.199	26.578	29.455	27.638	25.904	24.523
FBgn0000615	255.873	287.919	272.949	228.263	230.174	248.312	228.193	259.98
FBgn0000618	11.464	13.184	11.894	14.032	11.491	15.016	13.515	11.257
FBgn0000625	1.791	2.612	1.754	2.494	2.529	2.353	2.556	2.605
FBgn0000625	1.806	2.62	1.801	2.56	2.523	2.415	2.623	2.622
FBgn0000633	0.982	0.689	1.005	0.571	1.193	0.544	0.511	0.761
FBgn0000635	23.621	30.45	22.106	30.336	28.053	26.815	16.926	20.963
FBgn0000635	20.654	25.648	18.742	25.505	24.405	23.474	14.804	18.318
FBgn0000635	21.161	26.238	19.225	26.161	25.033	24.078	15.185	18.77
FBgn0000636	16.83	18.941	14.408	14.991	17.778	20.665	13.46	19.008
FBgn0000636	23.634	26.282	20.08	21.24	24.807	28.083	18.603	25.592
FBgn0000636	18.562	20.732	15.873	16.504	19.604	22.836	14.795	20.619
FBgn0000636	22.694	28.27	21.111	20.776	25.764	30.065	20.096	26.587
FBgn0000659	19.723	14.872	13.575	15.322	15.606	16.955	12.25	12.084
FBgn0000662	18.368	18.906	19.039	18.827	19.492	20.68	18.182	18.335
FBgn0000667	66.953	55.633	56.604	62.354	61.323	60.681	52.197	59.179
FBgn0000667	57.627	47.615	49.178	53.846	52.636	51.895	45.276	50.817
FBgn0000667	63.678	52.932	54.016	59.479	58.304	57.845	49.781	56.53
FBgn0000709	8.747	7.226	6.735	8.829	9.324	6.906	7.044	8.541
FBgn0000711	15.882	13.829	11.753	13.194	15.26	13.698	12.022	15.547
FBgn0000719	7.906	8.792	6.852	6.538	8.303	5.667	6.452	8.072
FBgn0000719	5.852	6.54	5.022	4.94	6.028	4.195	4.752	5.974
FBgn0000719	6.847	7.486	5.779	5.72	6.948	4.83	5.414	6.839
FBgn0000719	5.707	6.304	4.765	4.667	5.962	3.963	4.438	5.759
FBgn0000721	51.324	54.716	43.091	41.895	41.676	40.425	45.702	53.239
FBgn0000721	61.641	58.554	46.373	46.74	46.671	44.65	47.821	58.645
FBgn0000721	50.549	54.007	42.529	41.249	40.963	39.949	45.105	52.546
FBgn0000721	45.422	48.595	38.202	37.247	36.921	35.954	40.528	47.552
FBgn0000721	64.194	61.644	48.816	49.151	48.92	47.111	50.324	61.557
FBgn0000721	51.587	55.213	43.368	42.3	41.843	40.857	46.183	53.67
FBgn0000723	20.96	28.079	19.785	20.502	22.238	20.686	19.085	24.895
FBgn0000808	0.388	0.285	0.371	0.22	0.294	0.613	0.472	0.275
FBgn0000927	1.041	0.632	0.692	1.059	1.559	1.44	0.677	1.067
FBgn0000996	3.237	3.665	2.911	3.104	2.942	3.178	2.371	3.476
FBgn0001079	3.478	3.622	2.981	3.204	3.454	3.508	3.175	3.319
FBgn0001083	0.974	0.74	0.697	1.034	1.128	1.258	0.926	0.743
FBgn0001084	3.011	2.658	3.675	3.717	3.526	3.123	2.996	2.164
FBgn0001084	3.286	2.901	4.011	4.002	3.848	3.408	3.27	2.362
FBgn0001085	0.959	0.968	0.687	0.998	0.84	1.013	1.006	0.834
FBgn0001086	10.515	10.721	9.081	7.43	8.515	8.404	8.105	9.213
FBgn0001087	12.928	11.681	8.952	10.086	11.26	10.15	9.813	10.769
FBgn0001087	13.115	11.817	8.91	10.179	11.507	10.246	10.091	10.837
FBgn0001091	259.949	274.301	337.06	325.674	354.084	371.132	256.783	213.424
FBgn0001092	347.199	287.079	440.397	405.328	424.584	475.922	336.922	291.384
FBgn0001092	363.586	300.765	461.566	424.504	444.856	498.721	352.824	305.343
FBgn0001098	128.19	196.687	152.983	164.579	158.961	185.52	156.522	183.282
FBgn0001098	120.908	169.155	142.836	145.559	134.962	156.985	133.32	154.259
FBgn0001099	67.384	72.106	74.213	64.663	71.323	56.197	56.723	71.2
FBgn0001105	34.018	28.476	31.082	30.755	31.358	31.595	27.567	31.377
FBgn0001105	54.645	40.933	42.4	46.31	45.814	46.302	40.353	48.331
FBgn0001105	36.075	29.99	32.634	32.374	33.064	33.462	29.135	33.152
FBgn0001105	34.147	28.561	31.101	30.831	31.494	31.745	27.744	31.446
FBgn0001112	53.305	38.411	32.009	38.245	45.48	59.807	45.319	46.246
FBgn0001114	65.07	47.674	62.685	66.586	67.059	66.623	61.749	41.112
FBgn0001122	10.659	10.457	9.338	12.325	10.775	9.913	6.652	11.854
FBgn0001122	9.314	10.003	9.786	11.166	10.423	9.042	7.392	11.011
FBgn0001122	10.874	10.631	9.526	12.573	10.992	10.063	6.786	12.001
FBgn0001122	10.139	9.843	9.433	11.268	10.277	9.17	6.24	10.875
FBgn0001123	30.891	33.156	35.852	32.372	31.938	31.535	32.332	34.357
FBgn0001123	27.285	29.493	31.874	29.006	28.471	28.451	28.731	30.477
FBgn0001125	360.442	477.84	391.372	449.982	427.561	533.949	539.887	419.106
FBgn0001125	384.067	506.352	418.654	489.937	474.167	567.49	571.58	441.703
FBgn0001128	280.273	227.386	388.944	289.983	318.787	278.837	213.055	226.282
FBgn0001128	288.666	241.433	397.749	304.407	334.989	294.93	228.271	239.852
FBgn0001128	282.671	232.9	381.749	294.007	323.165	284.349	219.532	232.494
FBgn0001133	14.627	13.942	14.045	13.669	12.925	13.407	12.607	13.35
FBgn0001137	22.759	22.37	24.247	25.33	22.941	24.434	21.032	20.887
FBgn0001138	0.387	0.525	0.242	0.639	0.247	0.281	0.499	0.327
FBgn0001138	0.326	0.481	0.233	0.56	0.254	0.237	0.421	0.341
FBgn0001139	25.117	23.846	19.612	21.949	22.302	22.455	22.857	21.972
FBgn0001139	30.755	29.216	22.901	26.911	26.208	28.214	27.263	26.827
FBgn0001139	29.955	28.482	22.324	26.215	25.566	27.455	26.529	26.216
FBgn0001139	30.02	28.516	22.466	26.554	25.928	27.515	26.684	26.568
FBgn0001139	30.261	28.798	22.71	26.756	26.145	27.813	26.905	26.811
FBgn0001139	30.98	29.566	23.068	27.137	26.334	28.309	27.462	26.977
FBgn0001145	271.256	263.597	346.143	345.116	329.075	312.436	334.326	281.415
FBgn0001148	1.274	1.493	2.189	1.608	1.387	1.777	1.547	1.544
FBgn0001149	584.794	608.032	553.201	685.619	737.862	982.556	748.789	602.621
FBgn0001149	856.759	882.635	809.775	1000.013	1078.633	1428.596	1087.383	871.702
FBgn0001168	70.112	56.119	73.183	70.43	78.561	66.296	66.736	58.276
FBgn0001168	65.07	52.004	68.201	65.122	73.125	61.456	61.641	54.198
FBgn0001169	4.211	3.743	3.848	3.89	4.13	3.988	3.162	3.832
FBgn0001179	7.194	6.827	7.499	6.982	7.404	6.805	6.399	6.13
FBgn0001180	2.275	2.717	2.059	2.049	2.253	2.127	1.397	2.209
FBgn0001186	134.63	120.579	84.526	107.677	108.299	99.693	100.94	128.322
FBgn0001189	20.031	18.582	19.01	19.248	19.959	16.508	16.677	18.998
FBgn0001202	15.514	17.001	15.203	17.031	18.241	15.475	15.95	16.899
FBgn0001206	2.411	1.991	1.739	1.781	1.418	1.66	1.366	1.694
FBgn0001208	247.732	335.93	186.869	171.424	181.12	195.078	258.065	277.58
FBgn0001208	278.796	377.674	209.716	198.093	210.428	218.894	289.108	311.45
FBgn0001215	134.876	134.268	137.309	141.015	137.75	120.015	133.529	127.566
FBgn0001216	106.417	105.532	117.569	99.961	97.014	108.003	92.097	101.441
FBgn0001216	94.425	93.083	107.396	89.202	87.462	94.994	82.127	91.605
FBgn0001217	110.615	110.31	110.729	104.108	101.6	114.864	92.733	106.982
FBgn0001218	185.748	159.294	273.779	307.341	303.737	271.715	223.39	268.783
FBgn0001218	195.896	167.914	288.621	324.112	320.265	286.569	235.595	283.329
FBgn0001223	22.884	29.693	24.479	21.902	28.529	25.923	36.831	30.052
FBgn0001225	118.22	128.03	119.691	101.88	131.661	109.955	122.087	127.169
FBgn0001227	5.042	3.81	4.744	3.518	3.702	4.898	2.624	3.751
FBgn0001228	30.324	37.001	31.658	32.356	30.559	36.977	32.342	33.236
FBgn0001228	28.933	36.262	31.582	31.772	30.204	38.281	32.866	35.279
FBgn0001230	25.765	20.993	23.757	19.995	29.549	26.574	13.445	22.678
FBgn0001233	300.226	300.064	479.155	428.929	442.971	355.037	270.336	285.436
FBgn0001235	5.992	5.181	5.283	6.751	6.947	5.332	5.343	6.125
FBgn0001235	4.179	3.635	4.255	4.459	4.55	3.919	3.624	4.07
FBgn0001248	360.612	549.267	552.893	499.831	477.072	431.372	484.794	496.483
FBgn0001248	418.241	638.989	651.939	583.797	564.949	501.049	565.348	576.757
FBgn0001248	377.034	573.71	577.419	521.575	498.465	450.556	506.378	518.691
FBgn0001248	449.527	683.822	700.83	628.247	610.536	541.949	608.783	621.717
FBgn0001248	381.079	578.515	584.292	528.388	504.589	456.221	514.255	525.526
FBgn0001250	23.759	15.321	15.686	19.858	19.595	18.44	15.239	16.687
FBgn0001250	23.541	15.16	15.498	19.704	19.365	18.202	15.173	16.526
FBgn0001250	22.959	14.833	15.186	19.225	18.97	17.87	14.754	16.156
FBgn0001253	0.123	0.077	0.098	0.042	0.108	0.106	0.066	0.087
FBgn0001253	0.124	0.078	0.099	0.042	0.109	0.107	0.067	0.077
FBgn0001254	0	0	0.07	0	0.055	0.063	0.118	0
FBgn0001255	0.914	1.079	1.417	1.395	1.554	0.983	1.572	1.153
FBgn0001256	0.144	0.136	0	0.146	0.163	0.186	0.174	0.057
