ID	ZT00	ZT03	ZT06	ZT09	ZT12	ZT15	ZT18	ZT21
FBgn0000121	7851.305	10552.811	9954.099	10973.329	9262.945	9714.084	0.388	9689.071
FBgn0000139	56.781	38.845	35.877	46.092	56.015	40.099	36.102	45.959
FBgn0000150	724.206	841.843	893.847	944.381	2905.204	784.425	701.916	1030.576
FBgn0000157	16.22	2.656	10.725	12.718	11.535	13.675	13.355	2.144
FBgn0000157	14.327	9.495	1.927	11.83	12.158	3.519	10.191	11.583
FBgn0000158	0.243	0	0.054	0.148	0.239	0.103	0.028	0.772
FBgn0000163	12.214	14.668	11.408	2.242	11.254	12.826	13.847	11.823
FBgn0000173	52.554	60.446	54.746	56.948	58.155	58.954	39.681	54.859
FBgn0000173	103.085	37.485	109.841	94.048	107.305	77.528	109.745	108.042
FBgn0000179	7.685	6.648	9.639	5.666	1.85	4.874	5.603	0.43
FBgn0000180	1.307	2.941	3.097	3.085	3.111	3.444	3.993	1.485
FBgn0000181	402.456	299.477	337.634	316.79	342.851	304.046	288.858	388.411
FBgn0000182	21.316	0	0	0	0	0	0	0.028
FBgn0000182	0	0	19.521	0.026	0	0	0	0
FBgn0000183	15.047	15.584	13.512	12.58	13.841	9.488	12.793	8.193
FBgn0000183	12.468	14.69	13.921	18.918	13.745	16.428	1.29	17.984
FBgn0000183	13.8	14.296	4.145	12.04	15.939	18.335	14.661	17.226
FBgn0000227	0	0	0	0	0	0.353	0	0.076
FBgn0000228	20.149	9.701	17.598	16.874	18.516	6.231	19.101	18.027
FBgn0000229	56.199	55.615	59.012	57.921	19.268	52.961	49.902	75.88
FBgn0000244	49.744	46.572	45.333	57.9	56.106	57.078	47.777	21.522
FBgn0000244	36.126	29.991	29.019	36.849	35.58	13.583	31.704	30.327
FBgn0000244	39.169	31.287	34.279	32.851	39.702	32.491	38.419	14.271
FBgn0000246	1.953	1.588	1.878	3.619	2.448	2.474	3.291	1.845
FBgn0000250	92.453	134.601	89.273	78.501	79.809	92.733	124.611	46.032
FBgn0000250	117.974	75.558	84.518	87.528	127.483	87.794	43.58	74.362
FBgn0000250	90.699	78.247	132.11	77.011	90.293	87.767	45.598	122.848
FBgn0000251	0.101	0.386	26.404	0.527	0.164	0.321	1.17	0.379
FBgn0000251	0.517	0.161	0.372	0.378	0.099	25.859	1.145	0.336
FBgn0000251	1.227	0.413	27.836	0.406	0.108	0.344	0.564	0.176
FBgn0000253	444.629	448.207	240.79	152.763	487.523	406.058	431.263	415.184
FBgn0000256	60.023	29.129	26.271	13.483	25.17	22.806	25.814	24.934
FBgn0000256	23.249	11.682	21.806	28.349	24.541	53.624	23.613	24.574
FBgn0000256	13.825	25.3	26.026	27.207	29.566	23.044	25.769	60.77
FBgn0000256	27.889	27.637	31.561	28.933	24.462	16.243	27.877	64.967
FBgn0000256	30.872	12.992	25.975	25.438	26.953	57.175	23.797	26.574
FBgn0000257	13.473	10.093	12.978	17.104	4.779	13.941	13.218	12.385
FBgn0000257	13.113	9.848	13.5	12.523	4.663	16.382	12.844	11.977
FBgn0000259	41.949	41.053	34.19	41.99	3.091	38.434	39.005	41.84
FBgn0000259	5.305	35.474	38.746	43.201	37.818	38.551	35.686	32.183
FBgn0000259	19.162	21.926	19.861	19.103	19.404	21.182	5.234	20.412
FBgn0000259	15.701	17.391	17.768	5.053	16.157	15.823	16.772	15.326
FBgn0000274	0	0	0.154	0.121	0	0.041	0.189	25.661
FBgn0000274	0	0	0.12	0.188	25.604	0.154	0	0.041
FBgn0000278	0	0	0	0.415	1.468	1.066	0	0.257
FBgn0000279	13.461	0.271	0.565	30.524	3.819	10.005	0.437	1.107
FBgn0000286	24.164	25.01	26.675	24.677	7.395	28.948	25.505	24.43
FBgn0000286	25.234	26.982	7.483	24.775	24.6	25.435	28.884	24.118
FBgn0000286	23.976	23.673	24.756	25.814	24.267	27.705	7.608	23.418
FBgn0000289	3.79	35.881	36.183	39.65	45.679	42.468	21.294	36.441
FBgn0000289	44.545	38.811	35.702	3.874	35.307	35.293	41.512	20.693
FBgn0000289	33.38	20.03	33.29	3.551	33.87	37.014	42.305	39.518
FBgn0000303	27.797	25.273	31.068	32.989	1.396	30.045	16.398	35.053
FBgn0000307	4.049	13.239	11.793	12.932	12.216	15.416	6.069	14.5
FBgn0000307	5.225	10.675	13.361	10.272	1.821	11.306	14.06	11.873
FBgn0000308	264.876	190.004	369.244	240.044	241.623	234.95	272.268	257.579
FBgn0000308	311.703	284.619	229.431	432.933	312.403	277.782	303.393	277.349
FBgn0000308	211.539	288.185	207.596	187.997	162.842	204.155	191.655	185.853
FBgn0000316	32.176	18.325	18.293	19.142	17.657	16.456	18.249	19.378
FBgn0000316	15.828	10.881	15.46	14.682	12.931	14.712	14.057	14.844
FBgn0000317	1.85	5.531	5.159	5.087	5.261	7.563	6.186	8.276
FBgn0000318	159.742	213.334	196.924	265.886	428.717	213.577	158.792	159.505
FBgn0000318	194.601	156.943	156.813	261.125	210.145	209.641	419.999	156.663
FBgn0000319	64.894	56.484	22.823	59.85	75.497	70.751	60.727	59.178
FBgn0000319	75.87	65.231	23.064	59.648	56.927	71.13	61.025	60.315
FBgn0000320	19.055	4.443	19.397	4.752	17.44	14.237	14.632	19.137
FBgn0000320	15.395	19.817	19.762	14.986	18.16	4.764	5.125	19.706
FBgn0000330	17.045	17.284	25.633	18.772	23.071	13.697	17.516	19.756
FBgn0000339	35.152	44.474	39.257	31.91	32.529	37.204	27.593	38.494
FBgn0000351	0.922	1.398	1.207	1.022	0.849	1.245	0.702	1.228
FBgn0000351	1.341	1.194	0.98	1.157	1.177	0.883	0.814	0.673
FBgn0000352	7.321	2.003	6.468	2.354	5.092	5.914	5.601	5.948
FBgn0000355	3.847	0.576	0.33	0.949	0.108	0.807	0.211	0
FBgn0000357	5.249	4.337	3.578	4.315	11.082	3.18	2.745	7.52
FBgn0000359	0.436	0	0	0	0	0	0	0.048
FBgn0000360	0	0	0	0.05	0	0	0.199	0.231
FBgn0000370	450.433	434.945	445.806	280.873	438.061	406.948	397.554	366.591
FBgn0000370	752.839	669.725	722.18	667.044	711.45	463.984	721.551	495.34
FBgn0000376	9.708	10.233	11.946	10.227	11.548	3.407	5.501	12.352
FBgn0000377	17.57	17.646	20.01	16.867	19.004	16.456	17.239	21.092
FBgn0000382	50.072	15.878	40.087	49.281	46.131	11.869	49.094	54.061
FBgn0000382	75.858	64.655	52.024	68.105	26.21	62.213	66.641	9.656
FBgn0000382	37.438	43.852	46.376	15.925	45.626	11.019	47.26	50.884
FBgn0000392	3.815	2.581	2.915	2.956	3.673	2.748	6.681	41.325
FBgn0000404	0.567	0.572	0.608	8.174	0.481	0.334	0.328	0.551
FBgn0000405	0.158	15.053	0.077	0.359	0.895	0.384	0.333	0.546
FBgn0000406	1029.72	988.9	1278.684	664.429	1328.047	747.783	1197.618	912.477
FBgn0000411	6.582	6.502	1.951	6.027	6.366	2.479	6.288	6.387
FBgn0000412	74.526	77.248	65.7	74.161	69.775	48.505	91.172	73.025
FBgn0000414	28.059	7.576	38.402	32.512	35.65	3.904	35.9	35.666
FBgn0000414	36.273	7.381	35.516	36.087	32.704	39.068	28.09	3.882
FBgn0000414	34.637	27.233	31.689	37.354	5.358	34.394	7.324	34.822
FBgn0000414	36.187	7.76	36.019	28.367	38.698	4.016	32.951	36.581
FBgn0000416	424.378	406.038	237.908	343.524	460.862	500.838	431.674	365.758
FBgn0000416	346.535	462.601	406.578	244.174	503.099	433.093	367.944	424.626
FBgn0000422	71.996	86.455	87.604	88.211	87.604	91.687	14.246	55.524
FBgn0000422	90.218	73.716	106.919	115.94	109.718	107.334	107.969	18.537
FBgn0000427	0.01	0	0.03	0.085	0.225	0	0	0.039
FBgn0000427	0	0.132	0.04	0	0.046	0.015	0	0.325
FBgn0000427	0.212	0.086	0	0.03	0.039	0	0.01	0
FBgn0000442	3.885	3.954	3.343	2.321	3.862	3.831	12.808	2.924
FBgn0000448	2.046	4.194	5.946	3.841	4.605	0.692	8.651	3.047
FBgn0000451	0.232	0.099	0.334	0.242	0.246	8.454	0.715	0.455
FBgn0000451	0.122	0.279	0.128	0.197	0.367	3.321	0.201	0.156
FBgn0000454	60.109	56.242	148.232	81.724	50.756	70.358	96.806	110.638
FBgn0000455	27.359	29.921	29.579	28.694	49.457	27.77	25.624	31.127
FBgn0000459	8.489	5.91	9.177	3.3	6.741	2.796	4.486	5.571
FBgn0000463	0.958	1.851	0.904	2.224	1.997	2.577	1.508	1.102
FBgn0000464	21.884	2.899	19.9	29.615	30.699	26.775	24.28	3.006
FBgn0000464	27.931	26.19	23.681	30.74	6.299	32.004	3.026	21.254
FBgn0000477	101.679	103.194	69.156	136.647	66.281	73.31	59.51	67.947
FBgn0000479	10.523	11.378	10.477	11.063	9.271	9.288	11.847	4.884
FBgn0000479	19.488	14.387	12.976	9.595	13.306	16.815	11.406	16.999
FBgn0000479	9.967	14.913	14.254	7.921	13.371	10.44	9.716	9.764
FBgn0000479	18.214	18.119	15.463	21.187	12.813	10.144	14.025	14.003
FBgn0000479	4.986	10.822	10.748	10.942	9.614	12.022	12.112	9.402
FBgn0000479	8.548	11.063	4.543	10.961	9.959	8.779	9.799	10.22
FBgn0000479	9.693	14.886	9.875	13.336	14.123	10.373	7.893	9.708
FBgn0000479	17.222	11.035	13.849	16.988	19.884	12.532	9.501	12.812
FBgn0000489	37.782	41.398	35.732	20.333	48.702	35.063	61.531	42.279
FBgn0000490	7.773	6.457	10.305	2.374	10.488	7.542	6.495	6.959
FBgn0000490	9.482	6.463	6.92	5.964	5.87	6.87	9.636	2.051
FBgn0000499	20.894	24.46	22.363	20.779	21.094	7.045	28.341	21.263
FBgn0000500	174.791	150.256	241.933	637.312	201.276	0.604	196.11	224.521
FBgn0000504	10.906	3.56	10.548	13.287	8.376	10.57	8.202	6.846
FBgn0000524	1.248	4.814	3.79	3.985	4.261	5.59	4.24	2.916
FBgn0000535	2.366	0.094	0.782	1.46	1.47	0.677	4.083	1.413
FBgn0000536	41.122	27.229	55.938	47.244	47.311	49.173	28.602	40.918
FBgn0000536	68.998	72.359	52.633	84.744	78.112	82.917	52.755	97.749
FBgn0000536	70.529	77.57	50.709	67.621	64.421	91.515	79.102	49.299
FBgn0000536	71.077	74.811	87.399	54.366	54.613	85.448	79.99	100.847
FBgn0000541	2.054	11.29	14.211	5.425	8.309	10.216	10.506	10.498
FBgn0000541	2.219	5.741	12.036	11.204	11.237	10.882	8.88	15.156
FBgn0000542	1.584	1.44	1.697	2.303	1.459	1.166	1.484	1.95
FBgn0000547	3.967	5.195	9.987	10.092	14.223	11.502	11.96	8.29
FBgn0000547	9.077	16.433	1.603	14.587	13.206	10.793	6.004	11.098
FBgn0000557	141.246	395.603	384.327	394.647	370.564	350.15	413.975	112.727
FBgn0000560	0.756	1.972	3.006	0.812	0.631	0.726	0.355	0.669
FBgn0000560	0.732	0.611	1.909	0.786	0.703	0.344	0.648	2.682
FBgn0000564	12.549	4.051	62.124	10.51	19.457	2.658	0	9.942
FBgn0000565	106.778	93.746	68.522	70.185	163.087	250.772	70.117	129.216
FBgn0000565	102.06	116.696	76.837	74.564	141.039	178.273	75.693	277.394
FBgn0000565	69.29	66.964	69.607	252.778	103.752	125.603	89.789	158.85
FBgn0000565	287.656	101.166	78.569	78.594	117.191	142.123	75.408	179.883
FBgn0000567	4.455	5.657	3.475	3.814	4.805	4.5	2.62	4.101
FBgn0000567	4.166	4.399	3.206	5.623	4.812	4.835	6.527	3.434
FBgn0000568	37.059	29.793	48.67	43.533	40.362	2.8	53.374	39.565
FBgn0000568	33.326	36.182	2.105	24.408	40.647	32.601	30.707	44.133
FBgn0000577	2.01	1.945	1.935	3.13	4.131	2.226	3.02	3.349
FBgn0000577	1.774	1.717	1.709	2.783	1.965	2.666	2.956	3.708
FBgn0000578	10.872	10.296	1.035	7.635	8.633	11.012	15.408	7.809
FBgn0000578	9.842	7.702	0.925	6.762	7.004	9.645	9.174	13.771
FBgn0000579	432.139	531.856	418.71	375.428	398.061	399.245	449.265	419.588
FBgn0000579	323.14	364.019	376.912	346.174	392.086	464.955	364.127	327.92
FBgn0000579	446.828	412.816	464.313	434.243	432.866	388.189	411.493	550.002
FBgn0000579	359.038	456.177	383.574	368.229	369.931	321.199	358.684	341.42
FBgn0000581	7.75	12.02	1.843	8.806	8.998	10.499	8.304	7.419
FBgn0000581	10.996	6.755	6.913	7.964	8.22	2.475	9.641	8.098
FBgn0000581	8.282	8.966	10.517	7.373	1.831	7.711	8.803	12.008
FBgn0000581	6.931	2.564	8.198	8.249	7.082	9.784	8.43	11.172
FBgn0000591	0	0.096	0	0	0	0	0	0.072
FBgn0000592	297.313	207.045	241.839	300.191	269.778	399.998	261.234	258.066
FBgn0000594	1.526	1.828	2.186	2.515	2.196	2.078	1.526	2.427
FBgn0000606	0	0.074	0.61	0.346	0.105	0	0.06	0.198
FBgn0000611	47.584	44.548	38.781	41.862	43.427	7.611	27.485	50.4
FBgn0000615	1.778	153.552	1.239	1.275	1.253	1.773	2.045	1.54
FBgn0000618	13.557	13.847	12.611	15.009	16.494	17.185	49.557	16.193
FBgn0000625	4.593	2.651	0.901	3.418	6.421	3.815	3.732	4.082
FBgn0000625	6.59	0.925	3.446	3.915	4.19	2.681	4.686	3.788
FBgn0000633	10.325	7.935	6.148	1.17	7.822	7.244	2.737	7.39
FBgn0000635	3.47	34.408	27.334	24.449	21.309	28.614	37.482	28.423
FBgn0000635	27.174	18.756	31.544	1.39	34.323	26.118	22.861	27.314
FBgn0000635	1.426	35.131	23.388	27.889	19.188	32.29	26.658	27.729
FBgn0000636	17.029	16.854	4.154	24.843	20.605	18.515	18.838	21.195
FBgn0000636	22.34	27.901	2.235	26.699	22.638	24.261	28.48	34.905
FBgn0000636	23.119	18.636	4.692	27.456	20.642	20.917	18.324	22.612
FBgn0000636	35.89	24.57	26.806	5.722	21.01	24.506	25.576	20.218
FBgn0000659	7.253	5.844	6.201	4.624	16.745	6.479	5.368	0.436
FBgn0000662	20.038	38.376	36.535	34.417	39.423	19.453	37.446	37.645
FBgn0000667	34.516	41.187	45.451	9.419	67.146	48.808	39.9	46.62
FBgn0000667	36.367	40.864	42.919	35.575	56.99	40.17	30.992	9.863
FBgn0000667	63.904	38.896	39.738	8.988	45.154	44.003	33.851	47.27
FBgn0000709	8.626	4.197	10.778	10.783	10.155	8.874	8.707	10.787
FBgn0000711	26.678	41.546	41.499	16.275	38.218	41.768	43.494	36.556
FBgn0000719	18.385	16.209	21.093	19.291	5.156	17.617	23.919	6.447
FBgn0000719	14.409	4.692	11.533	3.494	17.669	12.906	13.662	15.758
FBgn0000719	4	16.678	15.766	20.336	14.905	13.202	5.458	18.254
FBgn0000719	12.298	11.577	12.461	16.179	4.719	14.386	13.265	3.363
FBgn0000721	41.163	43.028	56.649	47.607	47.309	20.756	44.953	45.884
FBgn0000721	49.35	56.46	45.611	51.16	49.446	57.674	17.475	45.012
FBgn0000721	46.611	44.439	47.094	20.425	40.551	45.133	55.88	42.215
FBgn0000721	37.982	18.267	36.779	50.506	42.338	40.674	40.133	42.278
FBgn0000721	59.512	18.493	60.634	51.868	53.798	52.077	47.519	47.333
FBgn0000721	41.404	43.175	21.144	45.315	47.889	57.095	47.685	46.198
FBgn0000723	30.729	29.629	32.171	42.431	34.611	17.821	35.276	38.725
FBgn0000808	0.382	0.394	0	0.252	0.268	0.403	0.252	0.755
FBgn0000927	0.415	0.893	0.651	0.823	0.6	0	0.53	1.53
FBgn0000996	2.308	2.025	2.015	1.406	0.767	3.138	1.94	2.392
FBgn0001079	2.913	5.984	6.314	6.489	7.857	4.049	5.797	5.574
FBgn0001083	1.943	1.024	2.339	2.331	3.584	2.826	3.439	3.462
FBgn0001084	2.265	4.505	4.899	5.114	3.798	2.996	4.216	3.557
FBgn0001084	5.582	4.602	4.145	2.472	4.917	3.882	5.347	3.27
FBgn0001085	2.824	2.706	2.415	2.57	3.32	1.251	0.987	3.055
FBgn0001086	0.473	0.466	0.776	8.629	0.88	1.108	1.462	3.829
FBgn0001087	29.014	11.377	27.678	27.233	29.793	23.176	29.164	5.651
FBgn0001087	27.927	23.462	29.63	5.75	29.929	11.71	27.19	29.334
FBgn0001091	373.607	329.471	317.682	439.649	342.845	336.737	300.315	442.704
FBgn0001092	338.768	568.339	364.706	411.418	423.939	411.363	501.015	476.607
FBgn0001092	525.099	595.552	431.077	499.164	354.978	430.976	444.01	382.113
FBgn0001098	310.666	297.063	206.706	355.928	400.621	332.842	125.724	281.246
FBgn0001098	266.714	286.591	303.386	340.346	254.943	237.035	145.014	182.785
FBgn0001099	7.424	43.833	14.255	7.955	6.349	4.252	7.137	3.316
FBgn0001105	46.884	40.753	37.542	37.526	50.737	29.887	41.538	41.559
FBgn0001105	52.216	74.75	39.868	51.611	47.435	68.216	68.643	52.838
FBgn0001105	39.653	31.748	43.205	43.647	39.834	53.408	49.567	43.885
FBgn0001105	40.81	50.791	29.962	41.638	47.025	41.783	37.598	37.637
FBgn0001112	7.641	9.228	5.99	6.476	45.117	11.467	3.461	5.525
FBgn0001114	63.167	178.473	137.028	84.606	163.08	132.635	103.697	113.008
FBgn0001122	37.256	37.843	45.659	33.088	9.203	38.733	29.598	2.352
FBgn0001122	42.33	35.427	38.602	7.868	7.874	32.88	33.3	30.012
FBgn0001122	30.147	38.032	46.539	2.399	38.581	33.754	39.513	9.31
FBgn0001122	1.34	27.539	33.281	40.168	30.262	34.19	32.738	8.653
FBgn0001123	62.303	57.623	35.636	41.5	56.194	62.914	55.727	52.047
FBgn0001123	56.006	37.114	46.197	49.416	55.32	51.093	50.193	31.611
FBgn0001125	430.014	233.303	454.577	565.158	479.046	406.555	598.396	408.394
FBgn0001125	515.086	249.322	647.106	493.979	434.554	406.615	612.004	462.314
FBgn0001128	176.454	394.899	187.219	266.08	151.82	410.002	140.507	443.658
FBgn0001128	202.299	426.568	416.255	408.783	166.321	278.608	190.523	153.231
FBgn0001128	177.111	143.829	362.752	405.868	156.197	191.968	395.556	275.683
FBgn0001133	20.024	14.567	17.327	15.322	16.425	16.992	15.653	19.092
FBgn0001137	19.549	15.543	16.143	19.451	20.869	18.026	15.836	19.734
FBgn0001138	3.245	2.419	0.423	2.428	2.369	2.754	0.139	2.564
FBgn0001138	2.467	2.358	2.221	2.099	0.461	0.351	2.448	3.331
FBgn0001139	30.179	24.561	33.395	33.483	29.202	10.048	29.36	31.338
FBgn0001139	33.636	4.283	34.327	37.002	29.722	39.318	33.316	40.573
FBgn0001139	32.559	4.328	38.402	39.644	28.98	36.268	32.978	33.458
FBgn0001139	4.309	36.37	40.122	32.797	29.169	38.489	33.582	33.377
FBgn0001139	29.485	38.905	4.355	40.556	33.91	33.713	33.117	36.707
FBgn0001139	4.646	37.254	33.416	29.97	39.664	33.753	34.616	41.039
FBgn0001145	866.322	860.365	725.274	855.693	331.955	898.052	932.275	833.164
FBgn0001148	0	0.033	0.135	0	0.063	0	0.714	2.202
FBgn0001149	866.119	511.286	801.341	377.522	411.372	470.862	373.298	496.186
FBgn0001149	1215.744	530.69	720.071	543.435	593.334	1158.919	680.814	741.504
FBgn0001168	35.126	65.207	37.7	23.223	36.278	57.049	50.137	26.218
FBgn0001168	35.034	60.236	46.586	33.536	21.269	32.425	24.705	52.667
FBgn0001169	1.828	4.61	2.957	3.335	4.01	4.664	4.907	4.012
FBgn0001179	7.101	7.032	6.275	9.488	6.387	8.392	7.981	8.724
FBgn0001180	1.622	1.693	1.858	1.985	2.475	1.812	0.3	1.849
FBgn0001186	138.912	122.395	47.86	126.696	158.742	138.995	178.393	180.532
FBgn0001189	14.604	15.696	16.233	17.048	15.273	15.047	21.352	9.966
FBgn0001202	40.421	17.961	44.552	40.589	40.713	42.193	45.755	28.904
FBgn0001206	0.82	2.637	2.152	2.305	2.92	1.911	2.846	2.217
FBgn0001208	768.345	847.713	495.603	306.495	380.871	240.241	534.854	458.764
FBgn0001208	275.992	610.167	489.678	344.31	434.568	974.964	870.796	558.779
FBgn0001215	116.264	142.451	132.199	111.742	33.5	128.164	121.575	135.848
FBgn0001216	5.725	7.993	5.767	8.965	6.897	5.002	64.303	6.507
FBgn0001216	5.973	6.85	8.699	55.824	7.225	9.306	7.442	6.4
FBgn0001217	14.441	11.408	12.66	18.106	98.421	16.089	17.642	15.826
FBgn0001218	170.247	146	134.174	257.122	209.771	241.46	187.655	131.863
FBgn0001218	141.38	197.767	153.948	270.925	221.238	139.038	179.598	254.553
FBgn0001223	49.835	54.774	97.698	42.648	42.828	182.055	33.728	56.919
FBgn0001225	45.71	20.307	115.278	21.804	49.896	35.038	44.395	23.278
FBgn0001227	14.874	11.739	4.002	12.083	11.941	17.663	14.183	11.6
FBgn0001228	0.131	0.614	0.427	0	0	0.422	24.158	0.56
FBgn0001228	0.649	0.582	0.381	24.905	0	0.178	0.478	0
FBgn0001230	26.855	13.013	16.491	9.624	25.736	12.77	13.17	28.519
FBgn0001233	195.427	348.456	203.247	276.837	196.028	152.135	618.422	424.548
FBgn0001235	5.468	17.487	21.777	19.567	16.113	24.567	10.097	14.324
FBgn0001235	13.128	3.646	14.58	11.309	11.534	9.472	11.716	8.888
FBgn0001248	236.841	246.355	296.918	351.467	261.13	469.867	383.07	353.471
FBgn0001248	270.408	446.967	287.843	410.259	407.857	344.043	541.187	300.52
FBgn0001248	366.246	490.094	256.9	246.98	368.563	400.262	272.395	309.573
FBgn0001248	442.277	369.939	439.053	578.389	322.325	296.896	483.754	310.325
FBgn0001248	261.467	313.662	373.045	494.655	252.848	407.425	274.638	371.791
FBgn0001250	20.317	21.074	19.167	13.741	20.544	24.055	8.48	15.251
FBgn0001250	8.345	13.612	20.302	20.2	23.804	18.951	20.932	15.084
FBgn0001250	14.756	20.411	19.67	13.303	19.889	23.259	18.57	8.292
FBgn0001253	0.156	0.689	0.544	0.564	1.011	0.717	0.112	0.305
FBgn0001253	0.723	0.113	1.02	0.158	0.549	0.695	0.57	0.308
FBgn0001254	0.1	0.279	0.043	0.098	0.099	0.284	0.126	0
FBgn0001255	1.489	1.012	2.184	0.567	0.696	0.592	0.889	0.813
FBgn0001256	1.082	2.733	2.473	0.148	3.389	1.443	2.48	4.615
FBgn0001257	15.787	112.209	50.994	34.611	23.59	25.549	61.786	17.544
FBgn0001257	18.423	62.325	22.674	23.718	107.485	55.854	36.354	13.559
FBgn0001258	55.024	38.615	64.241	122.424	44.71	26.591	43.665	40.191
FBgn0001258	45.334	34.201	53.614	36.249	31.731	21.432	37.111	99.154
FBgn0001269	3.516	3.861	3.602	4.251	1.686	4.655	3.688	4.659
FBgn0001269	4.729	3.521	3.568	3.735	4.676	4.361	1.73	3.648
