ID	ZT00	ZT03	ZT06	ZT09	ZT12	ZT15	ZT18	ZT21
FBgn0000253	175.968	182.327	193.551	176.505	165.41	187.641	187.367	151.815
FBgn0000256	67.718	64.196	70.047	70.668	73.783	68.078	70.363	62.536
FBgn0000256	63.136	65.78	55.965	57.388	62.762	60.406	63.083	60.291
FBgn0000256	74.531	63.449	68.031	71.218	70.382	68.855	64.573	70.42
FBgn0000256	75.043	67.173	68.911	74.751	75.022	79.147	68.264	73.916
FBgn0000256	64.151	61.286	66.767	69.817	66.334	63.589	66.734	59.382
FBgn0000257	7.773	7.991	7.313	7.767	8.81	8.654	7.929	7.965
FBgn0000257	7.516	7.736	8.418	7.734	7.105	7.551	8.596	7.772
FBgn0000259	32.275	35.549	38.529	34.847	41.307	34.787	37.5	33.906
FBgn0000259	32.255	31.744	31.421	32.352	34.235	34.391	30.727	39.276
FBgn0000259	18.941	19.698	20.181	21.352	22.605	18.662	18.928	18.237
FBgn0000259	18.044	15.7	15.314	16.167	16.658	17.451	15.406	14.876
FBgn0000274	36.357	34.785	34.818	36.794	35.406	32.164	43.704	38.682
FBgn0000274	34.707	36.712	38.654	36.338	34.74	35.327	32.092	43.607
FBgn0000278	1.258	2.349	0.196	0	5.692	0.414	1.483	1.982
FBgn0000279	27.934	1.744	10.614	15.484	29.025	1.854	11.383	46.592
FBgn0000286	20.589	23.283	19.139	20.734	24.631	20.234	20.92	19.495
FBgn0000286	20.552	23.339	19.312	24.722	19.141	20.324	20.755	20.947
FBgn0000286	19.89	22.9	19.85	18.703	20.367	24.155	20.245	19.591
FBgn0000289	16.604	16.483	21.806	18.746	16.27	17.74	16.542	14.532
FBgn0000289	18.378	17.587	14.29	21.138	16.052	16.165	16.352	15.944
FBgn0000289	17.035	15.661	13.657	20.775	17.639	15.424	15.45	15.754
FBgn0000303	1.064	1.48	1.025	1.239	1.336	1.316	1.285	1.349
FBgn0000307	6.752	5.215	6.846	6.995	5.973	5.907	6.092	5.452
FBgn0000307	4.794	5.297	4.545	4.541	6.095	5.728	5.553	5.24
FBgn0000308	312.831	310.996	327.654	304.958	336.141	328.267	294.987	285.038
FBgn0000308	396.914	341.534	389.149	369.927	374.058	363.329	390.158	350.833
FBgn0000308	251.044	245.266	265.18	227.894	245.622	261.583	258.474	234.808
FBgn0000316	17.258	14.573	14.191	14	15.865	16.783	19.162	16.467
FBgn0000316	15.161	10.396	14.033	11.947	12.145	12.636	11.185	12.475
FBgn0000317	5.397	5.444	5.684	4.894	5.482	6.059	4.485	5.219
FBgn0000318	173.083	223.286	202.958	189.489	170.701	209.81	203.315	149.611
FBgn0000318	147.785	219.775	198.815	200.504	206.192	186.804	169.02	171.124
FBgn0000319	63.606	50.335	43.335	44.693	55.549	54.574	54.427	53.933
FBgn0000319	54.502	45.1	63.876	55.68	54.406	43.666	50.641	54.818
FBgn0000320	4.206	3.984	3.755	4.092	4.099	4.635	3.822	3.932
FBgn0000320	4.575	4.221	4.333	4.079	4.421	4.208	3.995	4.894
FBgn0000330	11.965	10.949	10.961	11.626	11.315	12.165	10.043	11.713
FBgn0000339	34.639	38.995	34.66	34.375	44.088	33.083	35.951	36.902
FBgn0000351	2.109	1.491	1.611	1.874	1.368	1.258	1.494	1.916
FBgn0000351	1.429	1.796	1.498	1.837	1.544	1.206	1.311	2.022
FBgn0000352	2.097	2.079	2.864	1.884	2.739	2.269	1.6	1.866
FBgn0000355	5.054	6.121	5.068	5.345	5.132	5.038	6.178	5.354
FBgn0000357	1.54	3.326	2.068	2.582	2.346	2.447	2.49	1.898
FBgn0000360	0.097	0	0	0	0.182	0	0	0
FBgn0000370	264.471	267.807	259.858	247.502	240.343	251.412	256.85	279.795
FBgn0000370	412.71	439.427	426.61	457.906	415.585	429.071	442.77	406.877
FBgn0000376	5.591	4.158	4.54	5.369	6.208	4.752	4.346	4.903
FBgn0000377	12.223	12.46	11.383	12.722	11.91	13.804	11.635	13.523
FBgn0000382	12.657	17.262	12.05	16.683	13.087	14.54	11.834	16.662
FBgn0000382	19.453	23.293	18.614	27.063	27.138	19.853	28.031	20.818
FBgn0000382	16.897	13.942	16.542	11.701	16.129	11.251	12.486	12.104
FBgn0000392	53.991	53.648	62.012	55.69	47.273	52.153	61.361	59.621
FBgn0000404	10.987	10.761	9.368	10.184	9.102	11.64	10.088	9.979
FBgn0000405	19.685	21.424	18.356	18.938	17.119	17.014	19.943	16.635
FBgn0000406	686.869	738.605	716.434	743.935	790.872	673.162	829.604	901.771
FBgn0000411	3.201	2.463	2.346	2.546	2.962	2.964	2.356	2.948
FBgn0000412	65.801	65.944	60.469	55.649	63.908	68.202	69.236	70.343
FBgn0000414	4.208	5.672	9.231	6.255	8.724	6.453	6.11	10.54
FBgn0000414	4.189	9.096	6.229	10.357	8.631	6.143	5.579	6.174
FBgn0000414	8.856	4.054	10.124	5.459	6.203	8.417	5.897	6.042
FBgn0000414	6.285	10.803	6.606	9.445	5.835	6.386	4.329	8.975
FBgn0000416	406.583	504.025	371.287	368.805	451.676	365.67	375.846	476.603
FBgn0000416	502.932	364.669	451.488	371.356	478.442	366.759	409.053	374.332
FBgn0000422	15.015	11.976	13.43	12.371	14.858	10.009	29.322	13.296
FBgn0000422	17.025	38.219	17.314	19.436	19.218	15.393	15.943	12.893
FBgn0000427	0.23	0.19	0.193	0.084	0.151	0.198	0.248	0.163
FBgn0000427	0.213	0.234	0.204	0.329	0.23	0.384	0.129	0.226
FBgn0000427	0.133	0.084	0.165	0.181	0.192	0.215	0.176	0.251
FBgn0000442	14.499	8.972	13.706	14.668	11.089	14.615	12.577	11.394
FBgn0000448	0.373	0.659	0.514	0.591	0.622	0.475	0.84	0.55
FBgn0000451	7.391	7.445	9.526	9.583	7.999	8.235	9.261	8.131
FBgn0000451	4.801	4.567	4.38	3.098	3.961	3.387	3.11	3.125
FBgn0000454	138.147	125.473	130.008	148.095	115.728	151.683	155.721	152.279
FBgn0000455	39.341	42.816	47.854	36.907	40.491	50.151	47.683	44.856
FBgn0000459	2.133	2.668	1.854	2.414	2.118	1.841	2.241	1.988
FBgn0000463	1.005	1.608	1.219	1.264	0.997	1.072	1.233	0.995
FBgn0000464	3.618	2.745	2.341	3.139	3.083	2.18	3.599	3.213
FBgn0000464	3.667	3.316	3.301	2.861	2.4	2.559	3.302	3.681
FBgn0000477	66.274	81.786	56.999	74.172	87.346	80.182	63.359	70.023
FBgn0000479	5.501	5.637	6.089	5.393	6.288	6.316	6.723	5.678
FBgn0000479	10.923	9.629	9.116	12.216	10.559	9.296	11.829	7.265
FBgn0000479	8.728	7.557	8.789	6.109	8.415	9.958	7.809	9.788
FBgn0000479	9.679	9.746	7.83	11.309	9.993	12.74	11.315	12.44
FBgn0000479	5.389	6.726	5.636	6.207	5.558	5.552	6.374	6.379
FBgn0000479	5.804	5.127	5.061	4.935	5.806	5.641	5.065	6.111
FBgn0000479	8.688	9.884	7.794	8.672	7.541	8.427	9.698	6.053
FBgn0000479	9.363	10.287	6.978	11.671	9.107	11.756	8.642	10.207
FBgn0000489	55.675	64.491	58.936	51.907	52.766	61.104	62.349	58.934
FBgn0000490	5.744	7.112	5.836	6.101	5.519	5.133	5.403	4.743
FBgn0000490	5.117	4.356	5.183	4.927	4.747	5.446	6.374	4.706
FBgn0000499	24.691	23.961	23.404	23.969	26.165	25.557	25.142	25.469
FBgn0000500	0.149	0.416	0.499	0.356	0.42	0.569	0.702	0.294
FBgn0000504	11.552	13.552	13.145	10.031	9.989	12.28	12.24	7.425
FBgn0000524	3.926	4.362	4.112	4.548	4.163	4.495	4.465	4.015
FBgn0000535	0.054	0	0.021	0.029	0.052	0.028	0.069	0.045
FBgn0000536	37.184	32.062	43.341	47.706	28.285	42.713	44.099	44.041
FBgn0000536	79.863	78.056	77.865	87.102	67.891	81.087	57.79	50.609
FBgn0000536	72.675	63.05	81.357	47.004	53.717	76.116	74.471	73.106
FBgn0000536	51.895	80.341	70.067	82.35	83.785	80.472	59.776	89.858
FBgn0000541	6.434	7.805	6.941	6.577	7.429	5.456	7.958	7.699
FBgn0000541	8.308	6.868	8.164	6.73	8.168	5.789	7.371	7.818
FBgn0000542	1.342	0.815	1.183	1.258	1.554	1.384	1.178	1.355
FBgn0000547	4.767	5.346	7.255	5.577	3.992	5.125	4.577	5.756
FBgn0000547	5.854	4.171	5.327	5.87	5.814	6.056	8.071	4.401
FBgn0000557	122.473	106.638	113.91	109.786	131.453	125.334	116.184	99.69
FBgn0000560	3.471	2.921	3.094	2.885	3.734	2.338	2.789	2.74
FBgn0000560	2.693	2.649	3.458	2.939	2.539	2.201	2.62	3.094
FBgn0000565	34.646	41.087	89.861	31.242	38.368	138.786	46.247	24.901
FBgn0000565	44.734	42.547	151.549	34.542	27.195	37.789	50.75	98.89
FBgn0000565	128.799	23.65	44.228	36.239	38.999	29.948	85.399	32.587
FBgn0000565	36.696	33.411	40.481	26.817	50.061	96.95	144.505	44.003
FBgn0000567	2.967	2.859	3.465	3.75	3.354	2.874	3.447	2.79
FBgn0000567	3.486	3.417	3.163	3.145	2.707	2.727	2.894	3.518
FBgn0000568	26.258	17.981	32.367	21.08	25.698	25.785	25.861	28.633
FBgn0000568	14.211	26.397	20.364	20.715	16.714	20.405	20.917	22.791
FBgn0000577	2.85	2.704	2.231	2.953	1.937	2.564	2.716	2.962
FBgn0000577	2.559	1.828	2.398	2.615	2.082	2.531	2.819	2.294
FBgn0000578	7.058	5.91	5.766	4.245	6.041	5.945	5.561	4.973
FBgn0000578	5.292	4.445	5.383	6.285	4.97	5.179	5.282	3.794
FBgn0000579	362.197	386.667	469.588	413.634	362.44	414.996	352.308	432.681
FBgn0000579	307.466	404.247	372.613	309.994	351.202	332.011	357.002	299.995
FBgn0000579	447.388	428.568	429.53	374.992	400.306	486.042	374.833	364.466
FBgn0000579	370.183	355.744	402.041	330.428	301.899	310.661	310.87	355.533
FBgn0000581	6.568	8.317	5.724	8.373	6.923	7.975	7.8	9.397
FBgn0000581	5.691	6.025	7.268	7.266	6.944	8.184	6.814	4.954
FBgn0000581	6.527	7.752	9.33	5.676	7.917	8.295	6.891	8.328
FBgn0000581	6.173	6.977	5.085	7.438	7.387	7.141	8.389	5.802
FBgn0000592	566.43	553.421	560.763	474.664	593.286	512.495	653.039	588.563
FBgn0000594	1.656	1.028	1.297	1.101	2.15	1.673	0.868	1.359
FBgn0000606	0.224	0.594	0.236	0.647	0.605	0.459	0.603	0.178
FBgn0000611	27.638	25.904	24.523	26.578	27.587	29.455	26.199	25.961
FBgn0000615	228.193	272.949	230.174	255.873	287.919	259.98	248.312	228.263
FBgn0000618	15.016	11.464	11.894	14.032	11.491	13.515	11.257	13.184
FBgn0000625	2.353	2.529	2.556	1.791	1.754	2.612	2.494	2.605
FBgn0000625	2.623	2.415	2.62	2.622	2.523	2.56	1.801	1.806
FBgn0000633	0.689	0.544	0.571	0.761	1.005	1.193	0.982	0.511
FBgn0000635	28.053	26.815	30.45	20.963	16.926	23.621	30.336	22.106
FBgn0000635	18.742	18.318	23.474	25.648	24.405	25.505	14.804	20.654
FBgn0000635	24.078	26.238	26.161	15.185	21.161	25.033	18.77	19.225
FBgn0000636	14.408	18.941	19.008	20.665	13.46	17.778	16.83	14.991
FBgn0000636	26.282	28.083	20.08	24.807	21.24	23.634	18.603	25.592
FBgn0000636	14.795	16.504	22.836	20.732	19.604	15.873	18.562	20.619
FBgn0000636	20.776	20.096	30.065	28.27	25.764	21.111	26.587	22.694
FBgn0000659	14.872	19.723	16.955	12.084	12.25	13.575	15.606	15.322
FBgn0000662	18.827	19.039	18.182	18.335	19.492	18.906	20.68	18.368
FBgn0000667	56.604	61.323	66.953	55.633	59.179	52.197	60.681	62.354
FBgn0000667	53.846	52.636	51.895	45.276	47.615	57.627	50.817	49.178
FBgn0000667	57.845	63.678	58.304	52.932	56.53	59.479	49.781	54.016
FBgn0000709	8.747	7.044	9.324	8.541	6.735	6.906	8.829	7.226
FBgn0000711	13.698	13.829	13.194	11.753	15.882	12.022	15.26	15.547
FBgn0000719	6.452	8.303	5.667	8.792	6.852	7.906	6.538	8.072
FBgn0000719	5.022	6.54	4.94	5.852	4.752	4.195	6.028	5.974
FBgn0000719	7.486	5.779	6.847	6.839	5.72	4.83	6.948	5.414
FBgn0000719	6.304	4.667	4.765	5.707	3.963	4.438	5.759	5.962
FBgn0000721	43.091	45.702	41.895	41.676	51.324	54.716	53.239	40.425
FBgn0000721	46.74	58.645	44.65	46.373	47.821	61.641	46.671	58.554
FBgn0000721	41.249	54.007	39.949	50.549	52.546	42.529	40.963	45.105
FBgn0000721	36.921	47.552	45.422	37.247	40.528	38.202	48.595	35.954
FBgn0000721	64.194	47.111	49.151	48.92	50.324	61.557	61.644	48.816
FBgn0000721	51.587	55.213	41.843	46.183	40.857	42.3	53.67	43.368
FBgn0000723	20.96	28.079	24.895	20.686	20.502	19.785	22.238	19.085
FBgn0000808	0.371	0.22	0.472	0.275	0.388	0.294	0.285	0.613
FBgn0000927	1.559	0.632	1.44	0.692	1.041	0.677	1.067	1.059
FBgn0000996	3.665	3.178	3.237	2.911	3.104	2.371	3.476	2.942
FBgn0001079	3.508	3.204	3.478	3.175	2.981	3.319	3.622	3.454
FBgn0001083	0.74	1.128	1.034	0.974	0.926	1.258	0.743	0.697
FBgn0001084	3.675	2.658	2.996	3.526	3.717	3.011	2.164	3.123
FBgn0001084	3.27	4.011	4.002	3.848	2.901	3.286	3.408	2.362
FBgn0001085	0.959	0.998	0.687	0.84	0.968	0.834	1.013	1.006
FBgn0001086	10.721	9.081	7.43	10.515	8.105	8.515	8.404	9.213
FBgn0001087	11.681	10.769	12.928	10.086	9.813	8.952	11.26	10.15
FBgn0001087	11.507	8.91	13.115	10.091	10.837	10.246	11.817	10.179
FBgn0001091	259.949	274.301	337.06	325.674	354.084	213.424	371.132	256.783
FBgn0001092	475.922	287.079	424.584	440.397	347.199	336.922	291.384	405.328
FBgn0001092	352.824	461.566	498.721	363.586	424.504	444.856	300.765	305.343
FBgn0001098	164.579	152.983	185.52	183.282	128.19	196.687	156.522	158.961
FBgn0001098	120.908	154.259	156.985	142.836	134.962	145.559	133.32	169.155
FBgn0001099	56.197	67.384	56.723	72.106	64.663	71.323	71.2	74.213
FBgn0001105	31.358	28.476	31.082	27.567	31.377	30.755	34.018	31.595
FBgn0001105	54.645	42.4	40.353	46.302	48.331	45.814	40.933	46.31
FBgn0001105	36.075	32.634	29.135	32.374	33.152	33.462	33.064	29.99
FBgn0001105	28.561	31.494	31.745	30.831	34.147	31.101	31.446	27.744
FBgn0001112	38.245	53.305	45.319	32.009	46.246	38.411	59.807	45.48
FBgn0001114	41.112	47.674	66.623	65.07	62.685	66.586	67.059	61.749
FBgn0001122	12.325	10.775	6.652	9.338	11.854	10.457	10.659	9.913
FBgn0001122	9.042	11.011	11.166	10.423	9.314	7.392	9.786	10.003
FBgn0001122	10.874	10.631	12.573	10.992	12.001	9.526	10.063	6.786
FBgn0001122	10.277	10.139	6.24	10.875	11.268	9.433	9.17	9.843
FBgn0001123	30.891	31.938	35.852	34.357	33.156	32.372	31.535	32.332
FBgn0001123	28.451	31.874	27.285	29.493	28.471	29.006	28.731	30.477
FBgn0001125	419.106	539.887	477.84	533.949	360.442	427.561	391.372	449.982
FBgn0001125	506.352	441.703	567.49	571.58	474.167	489.937	384.067	418.654
FBgn0001128	388.944	213.055	289.983	227.386	226.282	278.837	280.273	318.787
FBgn0001128	228.271	397.749	239.852	288.666	334.989	241.433	304.407	294.93
FBgn0001128	381.749	282.671	232.9	323.165	219.532	294.007	232.494	284.349
FBgn0001133	13.407	13.669	14.627	14.045	13.35	13.942	12.607	12.925
FBgn0001137	22.759	24.247	24.434	22.37	20.887	21.032	22.941	25.33
FBgn0001138	0.499	0.281	0.242	0.639	0.525	0.247	0.327	0.387
FBgn0001138	0.237	0.233	0.56	0.341	0.254	0.481	0.326	0.421
FBgn0001139	19.612	21.949	22.857	22.302	25.117	21.972	23.846	22.455
FBgn0001139	22.901	29.216	26.911	26.208	30.755	27.263	28.214	26.827
FBgn0001139	28.482	25.566	22.324	26.216	26.215	27.455	26.529	29.955
FBgn0001139	26.554	25.928	22.466	27.515	26.568	28.516	26.684	30.02
FBgn0001139	26.905	30.261	26.145	28.798	26.811	26.756	27.813	22.71
FBgn0001139	26.977	27.137	23.068	27.462	30.98	28.309	26.334	29.566
FBgn0001145	334.326	345.116	346.143	329.075	263.597	312.436	271.256	281.415
FBgn0001148	2.189	1.387	1.493	1.608	1.547	1.544	1.777	1.274
FBgn0001149	584.794	748.789	608.032	737.862	602.621	982.556	685.619	553.201
FBgn0001149	1078.633	809.775	856.759	871.702	882.635	1087.383	1000.013	1428.596
FBgn0001168	70.43	56.119	58.276	66.296	66.736	73.183	78.561	70.112
FBgn0001168	52.004	68.201	65.122	61.456	61.641	73.125	54.198	65.07
FBgn0001169	3.162	3.988	3.743	3.89	3.832	4.13	3.848	4.211
FBgn0001179	7.194	6.13	6.805	6.982	6.827	7.499	6.399	7.404
FBgn0001180	1.397	2.717	2.127	2.209	2.275	2.253	2.049	2.059
FBgn0001186	100.94	128.322	120.579	134.63	108.299	84.526	99.693	107.677
FBgn0001189	19.01	18.998	20.031	19.248	16.508	18.582	16.677	19.959
FBgn0001202	18.241	16.899	15.95	15.514	17.001	15.203	15.475	17.031
FBgn0001206	1.66	1.418	1.781	1.991	2.411	1.739	1.694	1.366
FBgn0001208	171.424	258.065	277.58	247.732	186.869	195.078	335.93	181.12
FBgn0001208	209.716	311.45	289.108	198.093	218.894	377.674	210.428	278.796
FBgn0001215	134.876	134.268	120.015	141.015	127.566	137.75	137.309	133.529
FBgn0001216	108.003	99.961	106.417	105.532	117.569	97.014	101.441	92.097
FBgn0001216	94.425	107.396	89.202	93.083	91.605	82.127	94.994	87.462
FBgn0001217	110.31	92.733	101.6	104.108	114.864	110.729	106.982	110.615
FBgn0001218	268.783	271.715	303.737	159.294	223.39	273.779	185.748	307.341
FBgn0001218	195.896	167.914	283.329	235.595	320.265	288.621	324.112	286.569
FBgn0001223	22.884	29.693	21.902	36.831	24.479	25.923	28.529	30.052
FBgn0001225	131.661	128.03	109.955	119.691	127.169	101.88	122.087	118.22
FBgn0001227	4.898	4.744	2.624	3.81	3.518	3.702	3.751	5.042
FBgn0001228	31.658	30.324	33.236	37.001	30.559	36.977	32.356	32.342
FBgn0001228	31.772	38.281	31.582	28.933	30.204	36.262	35.279	32.866
FBgn0001230	13.445	29.549	25.765	20.993	26.574	22.678	23.757	19.995
FBgn0001233	428.929	300.064	479.155	285.436	355.037	300.226	270.336	442.971
FBgn0001235	5.181	5.283	5.332	6.947	5.343	6.125	6.751	5.992
FBgn0001235	3.635	3.624	3.919	4.179	4.255	4.55	4.07	4.459
FBgn0001248	360.612	477.072	552.893	431.372	549.267	496.483	484.794	499.831
FBgn0001248	576.757	418.241	565.348	564.949	638.989	583.797	501.049	651.939
FBgn0001248	377.034	521.575	573.71	498.465	450.556	577.419	518.691	506.378
FBgn0001248	621.717	449.527	610.536	608.783	541.949	628.247	683.822	700.83
FBgn0001248	504.589	578.515	456.221	528.388	525.526	381.079	514.255	584.292
FBgn0001250	16.687	15.239	15.686	18.44	15.321	19.858	23.759	19.595
FBgn0001250	15.173	19.704	23.541	18.202	15.498	16.526	15.16	19.365
FBgn0001250	16.156	14.754	14.833	17.87	18.97	19.225	22.959	15.186
FBgn0001253	0.042	0.066	0.077	0.087	0.106	0.108	0.123	0.098
FBgn0001253	0.077	0.124	0.042	0.078	0.109	0.067	0.107	0.099
FBgn0001254	0.07	0.118	0	0	0.055	0	0	0.063
FBgn0001255	1.417	1.395	0.914	1.153	0.983	1.572	1.554	1.079
FBgn0001256	0.057	0.136	0	0.186	0.146	0.174	0.144	0.163
